play_id,user_id,track_id,artist_id,play_ts,genres,language,device
19f102d8-9210-46a1-91d0-392a1052faed,xp,7fBv7CLKzipRk6EC6TWHOB,1Xyo4u8uXC1ZmMpatF05PJ,2025-04-17 19:38:30,[],it,Mobile
9eef486c-0f2b-4dab-953a-3a71689b8d65,xp,4R2kfaDFhslZEMJqAFNpdd,06HL4z0CvFAxyc27GXpf02,2025-04-09 10:30:03,[],pt,Car
eeeb91c4-da99-4843-9541-5fc27e7ee59b,xp,5Y35SjAfXjjG0sFQ3KOxmm,7tYKF4w9nC0nq9CsPZTHyP,2025-05-03 17:05:11,[],en,Mobile
5fb64e37-2ab8-40dd-92d3-ed3fd779f31e,xp,221qmpQeBNV87sUjQeUTVH,0iEtIxbK0KxaSlF7G42ZOp,2025-04-30 18:51:39,[],en,Web
ccf6da47-da65-4911-a6b2-0c85b8b4fe77,xp,7CyPwkp0oE8Ro9Dd5CUDjW,1Xyo4u8uXC1ZmMpatF05PJ,2025-04-28 16:20:25,[],es,Mobile
48bbe26d-ac5a-45c2-a006-91487e4f7602,xp,1BDLD4c07q0bmq2VCRsXoE,4oUHIQIBe0LHzYfvXNW4QM,2025-04-20 13:22:06,[],pt,Web
15100538-117e-46cf-9e98-bc0e2ffab88e,xp,5TFD2bmFKGhoCRbX61nXY5,4q3ewBCX7sLwd24euuV69X,2025-04-16 23:03:09,[],it,Car
b86359cf-530f-4d14-9cc6-946ef44c0209,xp,0V3wPSX9ygBnCm8psDIegu,06HL4z0CvFAxyc27GXpf02,2025-05-29 23:01:04,[],es,Car
439c6659-91bf-42ac-8f84-ce2f55cf3ef6,xp,68qeaZhtMZ6abrJCYt6nQn,699OTQXzgjhIYAHMy9RyPD,2025-04-15 10:48:13,[],pt,Smart Speaker
16f5253f-5f4d-489c-a4fa-f09a96b01987,xp,2RSHsoi04658QL5xgQVov3,53XhwfbYqKCa1cC15pYq2q,2025-06-03 08:10:08,[],en,Web
acb4e606-16aa-4b85-8771-4b20a965b403,xp,6bLopGnirdrilrpdVB6Um1,5WUlDfRSoLAfcVSX1WnrxN,2025-05-17 23:22:14,[],it,Car
74696371-b21c-4d8a-8b77-9939995c0024,xp,2RkZ5LkEzeHGRsmDqKwmaJ,0fTSzq9jAh4c36UVb4V7CB,2025-04-10 02:16:50,[],fr,Smart Speaker
72fa1a88-e654-4e8e-bfb8-e1414bce09f7,xp,1zB4vmk8tFRmM9UULNzbLB,53XhwfbYqKCa1cC15pYq2q,2025-04-09 21:39:15,[],es,Web
64429b5a-facd-4add-9920-a139037afa99,xp,6J5kc12BW5HuP3d7C3vvx8,4q3ewBCX7sLwd24euuV69X,2025-04-16 02:32:50,[],fr,Mobile
a8b798af-53b7-4c42-824e-c9373628af79,xp,2LBqCSwhJGcFQeTHMVGwy3,1Xyo4u8uXC1ZmMpatF05PJ,2025-04-28 05:41:06,[],en,Car
a719a083-efa8-485a-abe7-8681ede8ce77,xp,3AWDeHLc88XogCaCnZQLVI,1Xyo4u8uXC1ZmMpatF05PJ,2025-04-29 14:21:39,[],en,Smart Speaker
e2e310a5-db91-488e-9e88-6753700abe9c,xp,0V3wPSX9ygBnCm8psDIegu,06HL4z0CvFAxyc27GXpf02,2025-05-26 01:47:05,[],fr,Smart Speaker
458e5b39-d113-45ac-a539-f282b3538833,xp,76dIZzTdrNO15mGBrU3MHi,7CajNmpbOovFoOoasH2HaY,2025-06-04 11:01:37,[],en,Car
68a27879-3718-42be-ab8e-d262803c3005,xp,2CvOqDpQIMw69cCzWqr5yr,6vWDO969PvNqNYHIOW5v0m,2025-04-09 14:03:17,[],pt,Mobile
f4ceed02-1376-413b-9165-f39e096619a7,xp,3DarAbFujv6eYNliUTyqtz,5cj0lLjcoR7YOSnhnX0Po5,2025-05-31 12:01:02,[],de,Mobile
40df773e-a2ac-4029-9813-52d1bac6bb6b,xp,0KAqMRUSZwzG3dZLdDA4eH,0EmeFodog0BfCgMzAIvKQp,2025-04-26 07:32:49,[],pt,Smart Speaker
d4dd8952-8ace-4924-88b6-6faa87639b14,xp,5mCPDVBb16L4XQwDdbRUpz,3TVXtAsR1Inumwj472S9r4,2025-05-29 22:01:38,[],it,Smart Speaker
89cdbb75-dbbc-4b53-92da-7d111f96a943,xp,3aSWXU6owkZeVhh94XxEWO,7tYKF4w9nC0nq9CsPZTHyP,2025-05-17 17:46:25,[],pt,Web
5c3f4ab4-a27c-4c70-ab0b-a336189125ad,xp,3AWDeHLc88XogCaCnZQLVI,1Xyo4u8uXC1ZmMpatF05PJ,2025-04-28 09:53:07,[],it,Mobile
2424bda7-99c6-4a73-965d-233d149918b9,xp,2vlDrKpOC0eSTqTDRcbYyw,7CajNmpbOovFoOoasH2HaY,2025-05-20 14:57:16,[],en,Web
a512fe0e-ccd8-4b51-9f9b-8475cfcef49b,xp,0FIDCNYYjNvPVimz5icugS,1Xyo4u8uXC1ZmMpatF05PJ,2025-06-03 05:18:36,[],fr,Mobile
dc34e505-b40b-4fbb-9f13-933510afd379,xp,1E70pcxXiSQLtxdowVXkbM,0C8ZW7ezQVs4URX5aX7Kqx,2025-05-04 00:27:10,[],es,Mobile
c79e2016-bde4-440b-b117-a21cdf9d0535,xp,1kuGVB7EU95pJObxwvfwKS,1McMsnEElThX1knmY4oliG,2025-04-07 15:21:53,[],de,Smart Speaker
3729e641-3c78-4d5b-a8fa-6531c3c60d01,xp,221qmpQeBNV87sUjQeUTVH,0iEtIxbK0KxaSlF7G42ZOp,2025-04-22 12:15:17,[],de,Smart Speaker
49c4b864-49e7-49f8-8717-7627d81eed26,xp,5JCoSi02qi3jJeHdZXMmR8,1McMsnEElThX1knmY4oliG,2025-05-18 00:59:04,[],es,Smart Speaker
adb27bbf-32b9-4019-9462-801af6e585bb,xp,0GRc3eGTg8HBdWLRGYgqIc,6eUKZXaKkcviH0Ku9w2n3V,2025-05-10 01:03:46,[],fr,Web
3101abe9-f106-4d09-8b0e-948dec71d80b,xp,28RGHzCKNZEAWquYbZl3EI,5YGY8feqx7naU7z4HrwZM6,2025-05-03 23:42:31,[],it,Smart Speaker
17a9b51f-fc6e-4f55-b7dc-b68398c1efb9,xp,6LxSe8YmdPxy095Ux6znaQ,3TVXtAsR1Inumwj472S9r4,2025-04-22 02:30:54,[],it,Mobile
5dfea77e-9c44-4f89-9b1e-154cb0b730c9,xp,56y1jOTK0XSvJzVv9vHQBK,5cj0lLjcoR7YOSnhnX0Po5,2025-04-27 21:56:20,[],pt,Web
ee7e633b-c31f-4255-aace-2b520751f04e,xp,6VObnIkLVruX4UVyxWhlqm,4dpARuHxo51G3z768sgnrY,2025-05-09 16:32:37,[],pt,Web
cfc70ff7-6376-4b1b-8e77-ed2be0523301,xp,2qyhy9ndo8tTGMzXeHTisR,5cj0lLjcoR7YOSnhnX0Po5,2025-04-16 22:23:19,[],es,Car
046cecfd-3ee9-45c2-873e-43b157a233a1,xp,4q5YezDOIPcoLr8R81x9qy,06HL4z0CvFAxyc27GXpf02,2025-04-16 00:20:06,[],de,Smart Speaker
36d00737-b058-4f77-a8c0-a967658265fa,xp,59nOXPmaKlBfGMDeOVGrIK,1RyvyyTE3xzB2ZywiAwp0i,2025-05-13 21:30:59,[],it,Web
b41c4a83-f6e6-413d-bf55-3def03bd5904,xp,2CGNAOSuO1MEFCbBRgUzjd,2YZyLoL8N0Wb9xBt1NhZWg,2025-04-16 09:35:13,[],it,Smart Speaker
4e8770c5-3872-44f6-937a-572bd215ae1f,xp,4EWCNWgDS8707fNSZ1oaA5,5K4W6rqBFWDnAN6FQUkS6x,2025-05-11 20:42:15,[],en,Web
d4ee3b0e-d157-4927-9024-03d94f5cde8c,xp,0DuWDLjriRPjDRoPgaCslY,4dpARuHxo51G3z768sgnrY,2025-05-10 09:41:47,[],en,Smart Speaker
